Brand,Laptop_Type,Launch_Year,CPU_Brand,CPU_Model,CPU_Cores,GPU_Type,GPU_VRAM,GPU_Model,Screen_Size,Resolution,Refresh_Rate,RAM,Storage,Storage_Type,Weight,OS,Price
Asus,Notebook,2025,AMD,AMD Ryzen AI 5 330,8,Integrated,Shared,AMD Radeon 840M,14,1920x1200,60,16,512,SSD,1.46,Windows,61990
Asus,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.46,Windows,65990
Asus,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,1024,SSD,1.46,Windows,68990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,8,Dedicated,4,RTX 3050,16,1920x1200,60,8,512,SSD,1.8,Windows,65990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,8,Dedicated,4,RTX 3050,16,1920x1200,60,8,512,SSD,1.8,Windows,64990
Asus,Notebook,2023,Intel,Intel Core i5 12500H,12,Dedicated,4,RTX 2050,16,1920x1200,60,8,512,SSD,1.8,Windows,56990
Asus,Notebook,2023,Intel,Intel Core i5 1340P,12,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,1024,SSD,1.6,Windows,68990
Asus,Notebook,2023,Intel,Intel Core i5 1335U,10,Integrated,Shared,Intel Iris Xe,15,2880x1620,120,8,512,SSD,1.6,Windows,65990
Asus,Notebook,2023,Intel,Intel Core i5 1335U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.6,Windows,54990
Asus,Notebook,2023,Intel,Intel Core i7 13620H,8,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.7,Windows,63990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.7,Windows,60990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,10,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.7,Windows,56990
Asus,Notebook,2023,Intel,Intel Core i5 13500H,12,Integrated,Shared,Intel Iris Xe,16,1920x1200,60,8,512,SSD,1.88,Windows,57990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,16,1920x1200,60,8,512,SSD,1.88,Windows,58990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,16,1920x1200,60,8,512,SSD,1.88,Windows,61990
Asus,Notebook,2023,Intel,Intel Core i7 13620H,10,Integrated,Shared,Intel Iris Xe,16,1920x1200,60,8,512,SSD,1.88,Windows,64990
Asus,Notebook,2023,Intel,Intel Core i7 13700H,14,Integrated,Shared,Intel Iris Xe,16,1920x1200,60,8,512,SSD,1.88,Windows,64990
Asus,Notebook,2023,Intel,Intel Core i9 13900H,14,Integrated,Shared,Intel Iris Xe,16,1920x1200,60,8,512,SSD,1.88,Windows,66990
Asus,Notebook,2023,Intel,Intel Core 5 120U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.4,Windows,55990
Asus,Notebook,2023,Intel,Intel Core 5 120U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.4,Windows,53990
Asus,Notebook,2023,Intel,Intel Core i5 1334U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.4,Windows,46990
Asus,Notebook,2023,Intel,Intel Core i5 1334U,10,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.4,Windows,42990
Asus,Notebook,2023,Intel,Intel Core i3 1315U,6,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.4,Windows,40990
Asus,Notebook,2023,Intel,Intel Core 5 120U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,16,512,SSD,1.7,Windows,55990
Asus,Notebook,2023,Intel,Intel Core 5 120U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.7,Windows,53990
Asus,Notebook,2023,Intel,Intel Core 3 100U,8,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,16,512,SSD,1.7,Windows,53990
Asus,Notebook,2023,Intel,Intel Core 5 120U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,16,512,SSD,1.7,Windows,51990
Asus,Notebook,2023,Intel,Intel Core 3 100U,8,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.7,Windows,47990
Asus,Notebook,2023,Intel,Intel Core i5 1335U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.7,Windows,46990
Asus,Notebook,2023,Intel,Intel Core i3 1315U,6,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.7,Windows,46990
Asus,Notebook,2023,Intel,Intel Core i5 1235U,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,8,512,SSD,1.7,Windows,43990
Asus,Notebook,2023,Intel,Intel Core i3 1215U,6,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.7,Windows,33990
Asus,Gaming,2024,Intel,Intel Core Ultra 9 185H,16,Dedicated,8,RTX 4070,16,2560x1600,240,16,1024,SSD,1.85,Windows,199990
Asus,Gaming,2024,Intel,Intel Core Ultra 7 155H,16,Dedicated,8,RTX 4060,16,2560x1600,240,16,1024,SSD,1.85,Windows,174990
Asus,Gaming,2024,AMD,AMD Ryzen 9 8945HS,8,Dedicated,8,RTX 4060,14,2880x1800,120,16,1024,SSD,1.5,Windows,149990
Asus,Gaming,2024,Intel,Intel Core i9 14900HX,24,Dedicated,8,RTX 4070,16,2560x1600,240,16,1024,SSD,2.5,Windows,199990
Asus,Gaming,2024,Intel,Intel Core i9 14900HX,24,Dedicated,12,RTX 4080,16,2560x1600,240,32,2048,SSD,2.65,Windows,279990
Asus,Gaming,2023,Intel,Intel Core i7 13650HX,14,Dedicated,8,RTX 4070,16,1920x1200,165,16,1024,SSD,2.5,Windows,149990
Asus,Gaming,2023,Intel,Intel Core i7 13650HX,14,Dedicated,6,RTX 4050,16,1920x1200,165,16,1024,SSD,2.5,Windows,113990
Asus,Business,2025,Intel,Intel Core i3 1315U,6,Integrated,Shared,Intel UHD,14,1920x1080,60,16,512,SSD,1.4,Windows,45390
Asus,Business,2025,Intel,Intel Core i3 1215U,6,Integrated,Shared,Intel UHD,15,1920x1080,60,8,512,SSD,1.69,Windows,46990
Asus,Business,2025,Intel,Intel Core i3 1315U,6,Integrated,Shared,Intel UHD,14,1920x1080,60,8,512,SSD,1.4,Windows,49990
Asus,Business,2025,Intel,Intel Core i3 1215U,6,Integrated,Shared,Intel UHD,14,1920x1080,60,8,512,SSD,1.49,Windows,50990
Asus,Business,2025,Intel,Intel Core i3 1315U,6,Integrated,Shared,Intel UHD,15,1920x1080,60,16,512,SSD,1.62,Windows,53990
Asus,Business,2025,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,14,1920x1080,60,16,512,SSD,1.42,Windows,64790
Asus,Business,2025,Intel,Intel Core 5 210H,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,16,512,SSD,1.65,Windows,64990
Asus,Business,2025,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,15,1920x1080,60,16,512,SSD,1.65,Windows,66990
Asus,Business,2025,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,14,1920x1080,60,32,512,SSD,1.42,Windows,68990
Asus,Business,2025,Intel,Intel Core 5 210H,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,32,512,SSD,1.65,Windows,68990
Asus,Business,2025,Intel,Intel Core i7 13620H,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,16,512,SSD,1.65,Windows,73130
Asus,Business,2025,Intel,Intel Core 7 240H,10,Integrated,Shared,Intel Iris Xe,15,1920x1080,60,16,512,SSD,1.65,Windows,78990
Asus,Business,2025,Intel,Intel Core 7 240H,10,Integrated,Shared,Intel Iris Xe,14,1920x1080,60,32,512,SSD,1.44,Windows,79990
Asus,Business,2025,Intel,Intel Core Ultra 5 226V,8,Integrated,Shared,Intel Arc,14,1920x1080,60,16,1024,SSD,1.27,Windows,86990
Asus,Business,2025,Intel,Intel Core i7 13620H,10,Integrated,Shared,Intel Iris Xe,14,1920x1080,60,32,1024,SSD,1.42,Windows,89990
Asus,Business,2025,Intel,Intel Core Ultra 7 258V,8,Integrated,Shared,Intel Arc,14,1920x1080,60,32,1024,SSD,1.27,Windows,110990
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 260,8,Dedicated,8,RTX 5050,15,2560x1600,165,16,512,SSD,1.9,Windows,159400
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 260,8,Dedicated,8,RTX 5050,15,2560x1600,165,16,1024,SSD,1.9,Windows,167000
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 260,8,Dedicated,8,RTX 5050,15,2560x1600,165,32,1024,SSD,1.9,Windows,181500
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 260,8,Dedicated,8,RTX 5060,15,2560x1600,165,16,512,SSD,1.9,Windows,169400
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 260,8,Dedicated,8,RTX 5060,15,2560x1600,165,16,1024,SSD,1.9,Windows,177000
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 260,8,Dedicated,8,RTX 5060,15,2560x1600,165,32,1024,SSD,1.9,Windows,191500
Lenovo,Business,2024,AMD,AMD Ryzen 3 7335U,4,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,8,256,SSD,1.7,Windows,82250
Lenovo,Business,2024,AMD,AMD Ryzen 3 7335U,4,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,32,1024,SSD,1.7,Windows,131050
Lenovo,Business,2024,AMD,AMD Ryzen 3 7335U,4,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,16,512,SSD,1.7,Windows,96250
Lenovo,Business,2024,AMD,AMD Ryzen 5 150,6,Integrated,Shared,AMD Radeon 740M,16,1920x1200,60,8,256,SSD,1.7,Windows,86340
Lenovo,Business,2024,AMD,AMD Ryzen 5 150,6,Integrated,Shared,AMD Radeon 740M,16,1920x1200,60,32,1024,SSD,1.7,Windows,135150
Lenovo,Business,2024,AMD,AMD Ryzen 5 150,6,Integrated,Shared,AMD Radeon 740M,16,1920x1200,60,16,512,SSD,1.7,Windows,100250
Lenovo,Business,2025,Intel,AMD Ryzen 5 220,6,Integrated,Shared,AMD Radeon 740M,14,1920x1200,60,8,256,SSD,1.36,Windows,87900
Lenovo,Business,2025,Intel,AMD Ryzen 5 220,6,Integrated,Shared,AMD Radeon 740M,14,1920x1200,60,32,1024,SSD,1.36,Windows,135400
Lenovo,Business,2025,Intel,AMD Ryzen 5 220,6,Integrated,Shared,AMD Radeon 740M,14,1920x1200,60,16,512,SSD,1.36,Windows,101500
Lenovo,Business,2025,Intel,AMD Ryzen 5 220,6,Integrated,Shared,AMD Radeon 740M,16,1920x1200,60,8,256,SSD,1.7,Windows,87500
Lenovo,Business,2025,Intel,AMD Ryzen 5 220,6,Integrated,Shared,AMD Radeon 740M,16,1920x1200,60,32,1024,SSD,1.7,Windows,134900
Lenovo,Business,2025,Intel,AMD Ryzen 5 220,6,Integrated,Shared,AMD Radeon 740M,16,1920x1200,60,16,512,SSD,1.7,Windows,101000
Lenovo,Gaming,2024,AMD,AMD Ryzen 5 7235HS,4,Dedicated,6,RTX 3050,15,1920x1080,144,16,512,SSD,2.45,Windows,75990
Lenovo,Gaming,2024,AMD,AMD Ryzen 5 7235HS,4,Dedicated,4,RTX 3050A,15,1920x1080,144,16,512,SSD,2.45,Windows,76990
Lenovo,2-in-1 Convertible,2023,AMD,AMD Ryzen 5 7530U,6,Integrated,Shared,AMD Radeon,13,1920x1200,60,16,512,SSD,1.37,Windows,70990
Lenovo,Business,2024,AMD,AMD Ryzen 5 7533HS,6,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,8,256,SSD,1.7,Windows,82600
Lenovo,Business,2024,AMD,AMD Ryzen 5 7533HS,6,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,32,1024,SSD,1.7,Windows,131450
Lenovo,Business,2024,AMD,AMD Ryzen 5 7533HS,6,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,16,512,SSD,1.7,Windows,96550
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,8,256,SSD,1.7,Windows,86700
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,32,1024,SSD,1.7,Windows,135500
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 660M,16,1920x1200,60,16,512,SSD,1.7,Windows,100700
Lenovo,Notebook,2025,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 660M,13,1920x1200,60,16,512,SSD,1.17,Windows,74400
Lenovo,Notebook,2025,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 660M,13,1920x1200,60,16,1024,SSD,1.17,Windows,82100
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 680M,14,2240x1400,60,16,256,SSD,1.44,Windows,108500
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 680M,14,2240x1400,60,32,1024,SSD,1.44,Windows,149500
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 680M,14,2240x1400,60,16,512,SSD,1.44,Windows,111600
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 680M,16,1920x1200,60,8,256,SSD,1.77,Windows,78600
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 680M,16,1920x1200,60,32,1024,SSD,1.77,Windows,125200
Lenovo,Business,2024,AMD,AMD Ryzen 5 7535HS,6,Integrated,Shared,AMD Radeon 680M,16,1920x1200,60,16,512,SSD,1.77,Windows,92200
Lenovo,Gaming,2025,AMD,AMD Ryzen 5 7535HS,6,Dedicated,6,RTX 3050,15,1920x1080,144,16,512,SSD,2.4,Windows,94600
Lenovo,Gaming,2025,AMD,AMD Ryzen 5 7535HS,6,Dedicated,6,RTX 3050,15,1920x1080,144,16,1024,SSD,2.4,Windows,102500
Lenovo,Business,2024,AMD,AMD Ryzen 5 PRO 8540U,6,Integrated,Shared,AMD Radeon 740M,14,1920x1200,60,8,512,SSD,1.3,Windows,132350
Lenovo,Business,2024,AMD,AMD Ryzen 5 PRO 8540U,6,Integrated,Shared,AMD Radeon 740M,14,1920x1200,60,32,1024,SSD,1.3,Windows,182300
Lenovo,Business,2024,AMD,AMD Ryzen 5 PRO 8540U,6,Integrated,Shared,AMD Radeon 740M,14,1920x1200,60,16,512,SSD,1.3,Windows,144800
Lenovo,Business,2024,AMD,AMD Ryzen 7 170,8,Integrated,Shared,AMD Radeon 780M,16,1920x1200,60,8,256,SSD,1.7,Windows,91400
Lenovo,Business,2024,AMD,AMD Ryzen 7 170,8,Integrated,Shared,AMD Radeon 780M,16,1920x1200,60,32,1024,SSD,1.7,Windows,140250
Lenovo,Business,2024,AMD,AMD Ryzen 7 170,8,Integrated,Shared,AMD Radeon 780M,16,1920x1200,60,16,512,SSD,1.7,Windows,105350
Lenovo,Business,2025,Intel,AMD Ryzen 7 250,8,Integrated,Shared,AMD Radeon 760M,14,1920x1200,60,8,256,SSD,1.36,Windows,94500
Lenovo,Business,2025,Intel,AMD Ryzen 7 250,8,Integrated,Shared,AMD Radeon 760M,14,1920x1200,60,32,1024,SSD,1.36,Windows,142100
Lenovo,Business,2025,Intel,AMD Ryzen 7 250,8,Integrated,Shared,AMD Radeon 760M,14,1920x1200,60,16,512,SSD,1.36,Windows,108100
Lenovo,Business,2025,Intel,AMD Ryzen 7 250,8,Integrated,Shared,AMD Radeon 760M,16,1920x1200,60,8,256,SSD,1.7,Windows,94100
Lenovo,Business,2025,Intel,AMD Ryzen 7 250,8,Integrated,Shared,AMD Radeon 760M,16,1920x1200,60,32,1024,SSD,1.7,Windows,141500
Lenovo,Business,2025,Intel,AMD Ryzen 7 250,8,Integrated,Shared,AMD Radeon 760M,16,1920x1200,60,16,512,SSD,1.7,Windows,107700
Lenovo,Gaming,2025,AMD,AMD Ryzen 7 250,8,Dedicated,8,RTX 5050,15,2560x1440,165,16,512,SSD,2.3,Windows,122600
Lenovo,Gaming,2025,AMD,AMD Ryzen 7 250,8,Dedicated,8,RTX 5050,15,2560x1440,165,32,1024,SSD,2.3,Windows,142700
Lenovo,Gaming,2025,AMD,AMD Ryzen 7 250,8,Dedicated,8,RTX 5060,15,2560x1440,165,16,512,SSD,2.3,Windows,130600
Lenovo,Gaming,2025,AMD,AMD Ryzen 7 250,8,Dedicated,8,RTX 5060,15,2560x1440,165,16,1024,SSD,2.3,Windows,138100
Lenovo,Gaming,2025,AMD,AMD Ryzen 7 250,8,Dedicated,8,RTX 5060,15,2560x1440,165,32,1024,SSD,2.3,Windows,152700
Lenovo,Notebook,2023,AMD,AMD Ryzen 7 5825U,8,Integrated,Shared,AMD Radeon,15,1920x1080,60,16,512,SSD,1.6,Windows,66690
Lenovo,Gaming,2024,AMD,AMD Ryzen 7 7435HS,8,Dedicated,4,RTX 3050A,15,1920x1080,144,24,512,SSD,2.38,Windows,114990
Lenovo,Gaming,2024,AMD,AMD Ryzen 7 7435HS,8,Dedicated,6,RTX 4050,15,1920x1080,144,24,512,SSD,2.38,Windows,112990
Lenovo,2-in-1 Convertible,2023,AMD,AMD Ryzen 7 7730U,8,Integrated,Shared,AMD Radeon,13,1920x1200,60,16,1024,SSD,1.37,Windows,94990
Lenovo,Notebook,2025,AMD,AMD Ryzen 7 7735HS,8,Integrated,Shared,AMD Radeon 680M,13,1920x1200,60,16,512,SSD,1.17,Windows,77800
Lenovo,Notebook,2025,AMD,AMD Ryzen 7 7735HS,8,Integrated,Shared,AMD Radeon 680M,13,1920x1200,60,16,1024,SSD,1.17,Windows,85500
Lenovo,Notebook,2025,AMD,AMD Ryzen 7 7735HS,8,Integrated,Shared,AMD Radeon 680M,15,1920x1200,60,16,512,SSD,1.56,Windows,77990
Lenovo,Gaming,2025,AMD,AMD Ryzen 7 8745HX,8,Dedicated,8,RTX 5060,16,2560x1600,165,32,1024,SSD,2.5,Windows,165700
Lenovo,Gaming,2025,AMD,AMD Ryzen 7 8745HX,8,Dedicated,8,RTX 5060,16,2560x1600,165,32,1024,SSD,2.5,Windows,233500
Lenovo,Business,2024,AMD,AMD Ryzen 7 PRO 8840U,8,Integrated,Shared,AMD Radeon 780M,14,1920x1200,60,8,512,SSD,1.3,Windows,140300
Lenovo,Business,2024,AMD,AMD Ryzen 7 PRO 8840U,8,Integrated,Shared,AMD Radeon 780M,14,1920x1200,60,32,1024,SSD,1.3,Windows,190300
Lenovo,Business,2024,AMD,AMD Ryzen 7 PRO 8840U,8,Integrated,Shared,AMD Radeon 780M,14,1920x1200,60,16,512,SSD,1.3,Windows,152800
Lenovo,Business,2024,AMD,AMD Ryzen 7735HS,8,Integrated,Shared,AMD Radeon 680M,16,1920x1200,60,8,256,SSD,1.7,Windows,92200
Lenovo,Business,2024,AMD,AMD Ryzen 7735HS,8,Integrated,Shared,AMD Radeon 680M,16,1920x1200,60,32,1024,SSD,1.7,Windows,140550
Lenovo,Business,2024,AMD,AMD Ryzen 7735HS,8,Integrated,Shared,AMD Radeon 680M,16,1920x1200,60,16,512,SSD,1.7,Windows,105750
Lenovo,Business,2024,AMD,AMD Ryzen 7735HS,8,Integrated,Shared,AMD Radeon 780M,16,1920x1200,60,8,256,SSD,1.7,Windows,91300
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 8945HX,16,Dedicated,8,RTX 5060,16,2560x1600,165,16,1024,SSD,2.5,Windows,168600
Lenovo,Gaming,2025,AMD,AMD Ryzen 9 8945HX,16,Dedicated,8,RTX 5060,16,2560x1600,165,16,1024,SSD,2.5,Windows,237300
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 5 340,6,Integrated,Shared,AMD Radeon 840M,14,1920x1200,60,16,512,SSD,1.49,Windows,70300
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 5 340,6,Integrated,Shared,AMD Radeon 840M,14,1920x1200,60,32,1024,SSD,1.49,Windows,88800
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 5 340,6,Integrated,Shared,AMD Radeon 840M,16,1920x1200,60,16,512,SSD,1.65,Windows,68700
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 5 340,6,Integrated,Shared,AMD Radeon 840M,16,1920x1200,60,16,1024,SSD,1.65,Windows,74100
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 5 340,6,Integrated,Shared,AMD Radeon 840M,16,1920x1200,60,32,1024,SSD,1.65,Windows,86500
Lenovo,Creator,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,14,2944x1840,90,32,1024,SSD,1.53,Windows,118500
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,14,1920x1200,60,16,512,SSD,1.49,Windows,72200
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,14,2880x1800,120,32,1024,SSD,1.39,Windows,116600
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,16,1920x1200,60,16,512,SSD,1.65,Windows,71100
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,16,1920x1200,60,16,1024,SSD,1.65,Windows,77500
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,16,1920x1200,60,32,1024,SSD,1.65,Windows,88900
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5050,15,2560x1600,165,16,512,SSD,1.9,Windows,177400
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5050,15,2560x1600,165,16,1024,SSD,1.9,Windows,187200
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5050,15,2560x1600,165,32,1024,SSD,1.9,Windows,205900
Lenovo,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5050,16,2880x1800,120,32,1024,SSD,1.79,Windows,199990
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5060,15,2560x1600,165,16,512,SSD,1.9,Windows,187700
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5060,15,2560x1600,165,16,1024,SSD,1.9,Windows,197500
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5060,15,2560x1600,165,32,1024,SSD,1.9,Windows,216200
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5070,15,2560x1600,165,16,512,SSD,1.9,Windows,199200
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5070,15,2560x1600,165,16,1024,SSD,1.9,Windows,209000
Lenovo,Gaming,2025,AMD,AMD Ryzen AI 7 350,8,Dedicated,8,RTX 5070,15,2560x1600,165,32,1024,SSD,1.9,Windows,227700
Lenovo,Business,2025,Intel,Intel Core Ultra 7 240H,10,Integrated,Shared,Intel Iris Xe,14,1920x1200,60,16,512,SSD,1.36,Windows,74990
Lenovo,Business,2025,Intel,Intel Core 3 100U,6,Integrated,Shared,Intel UHD,14,1920x1200,60,8,512,SSD,1.36,Windows,42990
Lenovo,Business,2025,Intel,Intel Core 3 100U,6,Integrated,Shared,Intel UHD,14,1920x1200,60,8,512,SSD,1.36,Windows,44990
Lenovo,Business,2025,Intel,Intel Core 3 100U,6,Integrated,Shared,Intel UHD,14,1920x1200,60,8,512,SSD,1.36,Windows,70990
Lenovo,Business,2025,Intel,Intel Core 5 210H,8,Integrated,Shared,Intel Iris Xe,16,1920x1200,60,16,512,SSD,1.75,Windows,59990
Lenovo,Business,2025,Intel,Intel Core 7 240H,10,Integrated,Shared,Intel Iris Xe,16,1920x1200,60,16,512,SSD,1.75,Windows,96500
Lenovo,2-in-1 Convertible,2024,Intel,Intel Core Ultra 5 125H,14,Integrated,Shared,Intel Arc,14,2880x1800,60,16,512,SSD,1.49,Windows,95000
Lenovo,2-in-1 Convertible,2025,Intel,Intel Core Ultra 5 125H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,1024,SSD,1.61,Windows,100990
Lenovo,Notebook,2024,Intel,Intel Core Ultra 5 125H,14,Integrated,Shared,Intel Arc,16,1920x1200,60,16,512,SSD,1.92,Windows,74990
Lenovo,Ultrabook,2025,Intel,Intel Core Ultra 5 125H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,1024,SSD,1.35,Windows,88990
Lenovo,2-in-1 Convertible,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.5,Windows,77600
Lenovo,2-in-1 Convertible,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,1024,SSD,1.5,Windows,80800
Lenovo,Business,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,8,256,SSD,1.36,Windows,73300
Lenovo,Business,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,32,1024,SSD,1.36,Windows,110700
Lenovo,Business,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.36,Windows,84000
Lenovo,Business,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,1920x1200,60,8,256,SSD,1.7,Windows,100200
Lenovo,Business,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,1920x1200,60,32,1024,SSD,1.7,Windows,121900
Lenovo,Business,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,1920x1200,60,16,512,SSD,1.7,Windows,113000
Lenovo,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,2880x1800,120,32,1024,SSD,1.39,Windows,96200
Lenovo,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,2880x1800,120,16,512,SSD,1.65,Windows,95800
Lenovo,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,2880x1800,120,16,1024,SSD,1.65,Windows,103100
Lenovo,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,2880x1800,120,32,1024,SSD,1.65,Windows,118300
Lenovo,2-in-1 Convertible,2025,Intel,Intel Core Ultra 5 225U,12,Integrated,Shared,Intel Arc,14,1920x1200,60,16,256,SSD,1.64,Windows,126000
Lenovo,2-in-1 Convertible,2025,Intel,Intel Core Ultra 5 225U,12,Integrated,Shared,Intel Arc,14,1920x1200,60,32,1024,SSD,1.64,Windows,161500
Lenovo,2-in-1 Convertible,2025,Intel,Intel Core Ultra 5 225U,12,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.64,Windows,128200
